tripid,vehid,startdate,seqno,point,t
64,3,2020-06-02,1,0101000020110F0000DC69715E345B1D416143F29B0E2C5941,2020-06-02 09:43:18.06311+02
64,3,2020-06-02,1,0101000020110F0000382F39F3145B1D4123AE1935132C5941,2020-06-02 09:43:19.50311+02
64,3,2020-06-02,1,0101000020110F00004217236A115B1D41521C90B9132C5941,2020-06-02 09:43:19.66515+02
64,3,2020-06-02,1,0101000020110F00002DB01789DB5A1D41792009CD1B2C5941,2020-06-02 09:43:22.18515+02
64,3,2020-06-02,1,0101000020110F00002DB01789DB5A1D41792009CD1B2C5941,2020-06-02 09:43:24.298783+02
64,3,2020-06-02,1,0101000020110F00001F6352BFD55A1D41774F24AB1C2C5941,2020-06-02 09:43:25.426785+02
64,3,2020-06-02,1,0101000020110F00002CBBB2E4CD5A1D4130676FD11D2C5941,2020-06-02 09:43:26.176785+02
64,3,2020-06-02,1,0101000020110F00003A13130AC65A1D41E87EBAF71E2C5941,2020-06-02 09:43:26.676785+02
64,3,2020-06-02,1,0101000020110F0000476B732FBE5A1D41A196051E202C5941,2020-06-02 09:43:27.051785+02
64,3,2020-06-02,1,0101000020110F00006F73949FA65A1D41CBDDE690232C5941,2020-06-02 09:43:28.131785+02
64,3,2020-06-02,1,0101000020110F00006F73949FA65A1D41CBDDE690232C5941,2020-06-02 09:43:29.522189+02
64,3,2020-06-02,1,0101000020110F0000D082C278A15A1D41FEB9EF51242C5941,2020-06-02 09:43:30.506077+02
64,3,2020-06-02,1,0101000020110F000016CFD013995A1D4181E06274252C5941,2020-06-02 09:43:31.256077+02
64,3,2020-06-02,1,0101000020110F00005B1BDFAE905A1D410307D696262C5941,2020-06-02 09:43:31.756077+02
64,3,2020-06-02,1,0101000020110F0000A167ED49885A1D41862D49B9272C5941,2020-06-02 09:43:32.131077+02
64,3,2020-06-02,1,0101000020110F0000E6B3FBE47F5A1D410954BCDB282C5941,2020-06-02 09:43:32.491077+02
64,3,2020-06-02,1,0101000020110F0000722B57277A5A1D41E91D5FA2292C5941,2020-06-02 09:43:41.187072+02
64,3,2020-06-02,1,0101000020110F00000CB8172E705A1D41962EBEB72A2C5941,2020-06-02 09:43:42.528793+02
64,3,2020-06-02,1,0101000020110F0000A544D834665A1D41443F1DCD2B2C5941,2020-06-02 09:43:43.237019+02
64,3,2020-06-02,1,0101000020110F00003FD1983B5C5A1D41F14F7CE22C2C5941,2020-06-02 09:43:43.718101+02
64,3,2020-06-02,1,0101000020110F0000D95D5942525A1D419F60DBF72D2C5941,2020-06-02 09:43:44.359544+02
64,3,2020-06-02,1,0101000020110F000072EA1949485A1D414C713A0D2F2C5941,2020-06-02 09:43:44.80885+02
64,3,2020-06-02,1,0101000020110F0000A5039B56345A1D41A792F837312C5941,2020-06-02 09:43:45.52885+02
64,3,2020-06-02,1,0101000020110F0000A5039B56345A1D41A792F837312C5941,2020-06-02 09:43:45.756413+02
64,3,2020-06-02,1,0101000020110F00009EE6A0362F5A1D41AF4A7FC6312C5941,2020-06-02 09:43:46.527182+02
64,3,2020-06-02,1,0101000020110F00001E245A86245A1D41022CF7D4322C5941,2020-06-02 09:43:47.277182+02
64,3,2020-06-02,1,0101000020110F00009D6113D6195A1D41560D6FE3332C5941,2020-06-02 09:43:47.777182+02
64,3,2020-06-02,1,0101000020110F00001D9FCC250F5A1D41A9EEE6F1342C5941,2020-06-02 09:43:48.152182+02
64,3,2020-06-02,1,0101000020110F00009CDC8575045A1D41FCCF5E00362C5941,2020-06-02 09:43:48.512182+02
64,3,2020-06-02,1,0101000020110F00009CDC8575045A1D41FCCF5E00362C5941,2020-06-02 09:43:50.660842+02
64,3,2020-06-02,1,0101000020110F0000F78BEA81025A1D41A211C131362C5941,2020-06-02 09:43:50.934721+02
64,3,2020-06-02,1,0101000020110F0000E87F9B3BF7591D41D5840F3A372C5941,2020-06-02 09:43:51.684721+02
64,3,2020-06-02,1,0101000020110F0000DA734CF5EB591D4108F85D42382C5941,2020-06-02 09:43:52.184721+02
64,3,2020-06-02,1,0101000020110F0000CB67FDAEE0591D413B6BAC4A392C5941,2020-06-02 09:43:52.559721+02
64,3,2020-06-02,1,0101000020110F0000CB67FDAEE0591D413B6BAC4A392C5941,2020-06-02 09:43:52.733117+02
64,3,2020-06-02,1,0101000020110F000077CCD7E7DD591D41C784CB8B392C5941,2020-06-02 09:43:53.102696+02
64,3,2020-06-02,1,0101000020110F00001DAFF0A8D2591D4143B16A943A2C5941,2020-06-02 09:43:53.852696+02
64,3,2020-06-02,1,0101000020110F00001DAFF0A8D2591D4143B16A943A2C5941,2020-06-02 09:43:53.968544+02
64,3,2020-06-02,1,0101000020110F00007785E386D1591D4102DD13AF3A2C5941,2020-06-02 09:43:54.11967+02
64,3,2020-06-02,1,0101000020110F0000682FAE51C5591D413EA38CAC3B2C5941,2020-06-02 09:43:54.86967+02
64,3,2020-06-02,1,0101000020110F000059D9781CB9591D417B6905AA3C2C5941,2020-06-02 09:43:55.36967+02
64,3,2020-06-02,1,0101000020110F00004A8343E7AC591D41B72F7EA73D2C5941,2020-06-02 09:43:55.74467+02
64,3,2020-06-02,1,0101000020110F000048109F7C98591D41C615674F3F2C5941,2020-06-02 09:43:56.346739+02
64,3,2020-06-02,1,0101000020110F000081C041D973591D418E49A347422C5941,2020-06-02 09:43:57.426739+02
64,3,2020-06-02,1,0101000020110F0000A1C9E0566D591D414A5CB4CE422C5941,2020-06-02 09:43:57.618616+02
64,3,2020-06-02,1,0101000020110F00008632ADDAD4581D41CC8C04B84C2C5941,2020-06-02 09:44:01.578616+02
64,3,2020-06-02,1,0101000020110F00005553EEFDC6581D41C0BFAE9E4D2C5941,2020-06-02 09:44:02.778616+02
64,3,2020-06-02,1,0101000020110F000023742F21B9581D41B5F258854E2C5941,2020-06-02 09:44:03.445282+02
64,3,2020-06-02,1,0101000020110F0000F2947044AB581D41A925036C4F2C5941,2020-06-02 09:44:03.90682+02
64,3,2020-06-02,1,0101000020110F0000CC59F71758581D41655700D4542C5941,2020-06-02 09:44:06.06682+02
64,3,2020-06-02,1,0101000020110F00001AEB7CCF52581D41D839E92B552C5941,2020-06-02 09:44:06.204021+02
64,3,2020-06-02,1,0101000020110F00004217C1B60C581D41EFB405A1592C5941,2020-06-02 09:44:08.004021+02
64,3,2020-06-02,1,0101000020110F0000B0B9CEB1FE571D415A9A3E855A2C5941,2020-06-02 09:44:08.804021+02
64,3,2020-06-02,1,0101000020110F00001F5CDCACF0571D41C57F77695B2C5941,2020-06-02 09:44:09.32576+02
64,3,2020-06-02,1,0101000020110F00008DFEE9A7E2571D413065B04D5C2C5941,2020-06-02 09:44:09.712856+02
64,3,2020-06-02,1,0101000020110F0000DD56727656571D415D5BE937652C5941,2020-06-02 09:44:13.312856+02
64,3,2020-06-02,1,0101000020110F00007BF671144F571D411EEB18B0652C5941,2020-06-02 09:44:18.295844+02
64,3,2020-06-02,1,0101000020110F0000A14284DC42571D41782170AD662C5941,2020-06-02 09:44:19.590594+02
64,3,2020-06-02,1,0101000020110F0000C78E96A436571D41D257C7AA672C5941,2020-06-02 09:44:20.285513+02
64,3,2020-06-02,1,0101000020110F0000EDDAA86C2A571D412C8E1EA8682C5941,2020-06-02 09:44:20.760418+02
64,3,2020-06-02,1,0101000020110F00001327BB341E571D4185C475A5692C5941,2020-06-02 09:44:21.121122+02
64,3,2020-06-02,1,0101000020110F0000AB570455ED561D41ED9DD29A6D2C5941,2020-06-02 09:44:22.561122+02
64,3,2020-06-02,1,0101000020110F0000595C70ABEA561D41359E06D26D2C5941,2020-06-02 09:44:22.639566+02
64,3,2020-06-02,1,0101000020110F0000EA1CA632BB561D417C0B3F52732C5941,2020-06-02 09:44:24.439566+02
64,3,2020-06-02,1,0101000020110F0000E22AD59EB8561D41930DB49E732C5941,2020-06-02 09:44:26.398883+02
64,3,2020-06-02,1,0101000020110F0000E5724CFDB1561D41E5799ACC742C5941,2020-06-02 09:44:27.640782+02
64,3,2020-06-02,1,0101000020110F0000E9BAC35BAB561D4137E680FA752C5941,2020-06-02 09:44:28.320182+02
64,3,2020-06-02,1,0101000020110F0000EC023BBAA4561D4189526728772C5941,2020-06-02 09:44:28.787788+02
64,3,2020-06-02,1,0101000020110F0000FC6A8F9283561D412370E70D7D2C5941,2020-06-02 09:44:30.587788+02
64,3,2020-06-02,1,0101000020110F0000B5A198057E561D4182009E0A7E2C5941,2020-06-02 09:44:36.178859+02
64,3,2020-06-02,1,0101000020110F00003E7858AA7A561D41A22614467F2C5941,2020-06-02 09:44:37.403774+02
64,3,2020-06-02,1,0101000020110F0000C74E184F77561D41C24C8A81802C5941,2020-06-02 09:44:38.07806+02
64,3,2020-06-02,1,0101000020110F00005025D8F373561D41E27200BD812C5941,2020-06-02 09:44:38.543237+02
64,3,2020-06-02,1,0101000020110F0000D8FB979870561D41029976F8822C5941,2020-06-02 09:44:38.903237+02
64,3,2020-06-02,1,0101000020110F00002A76B6146E561D4129DBDAE4832C5941,2020-06-02 09:44:51.415845+02
64,3,2020-06-02,1,0101000020110F00007740BDBE6C561D41D667FCB7842C5941,2020-06-02 09:44:52.328586+02
64,3,2020-06-02,1,0101000020110F0000CFDC8B636C561D41458C89DD852C5941,2020-06-02 09:44:52.987146+02
64,3,2020-06-02,1,0101000020110F00006AFFFEFE6B561D41BDBF791D872C5941,2020-06-02 09:44:53.472609+02
64,3,2020-06-02,1,0101000020110F00006AFFFEFE6B561D41BDBF791D872C5941,2020-06-02 09:44:54.241745+02
64,3,2020-06-02,1,0101000020110F00007F1529AD6B561D41B8BEDD21882C5941,2020-06-02 09:44:55.462561+02
64,3,2020-06-02,1,0101000020110F00009F9634C16A561D41F7B48661892C5941,2020-06-02 09:44:56.212561+02
64,3,2020-06-02,1,0101000020110F0000BF1740D569561D4136AB2FA18A2C5941,2020-06-02 09:44:56.712561+02
64,3,2020-06-02,1,0101000020110F0000DF984BE968561D4176A1D8E08B2C5941,2020-06-02 09:44:57.087561+02
64,3,2020-06-02,1,0101000020110F00005F9D793965561D41727A7CDF902C5941,2020-06-02 09:44:58.527561+02
64,3,2020-06-02,1,0101000020110F00006F35B10A65561D413982DD1E912C5941,2020-06-02 09:44:58.598938+02
64,3,2020-06-02,1,0101000020110F000036042EA260561D412C60DD31982C5941,2020-06-02 09:45:00.637857+02
64,3,2020-06-02,1,0101000020110F00004D9F242C60561D415E9AC771992C5941,2020-06-02 09:45:00.997857+02
64,3,2020-06-02,1,0101000020110F00002F1BCA2460561D41B0C9B585992C5941,2020-06-02 09:45:01.020284+02
64,3,2020-06-02,1,0101000020110F0000392D39285F561D41D1F183059C2C5941,2020-06-02 09:45:01.740284+02
64,3,2020-06-02,1,0101000020110F00001B609EAC5E561D415116A23E9D2C5941,2020-06-02 09:45:02.092648+02
64,3,2020-06-02,1,0101000020110F0000D19A10385B561D41FC3F093EA72C5941,2020-06-02 09:45:04.972648+02
64,3,2020-06-02,1,0101000020110F0000D19A10385B561D41FC3F093EA72C5941,2020-06-02 09:45:07.259847+02
64,3,2020-06-02,1,0101000020110F0000917BB01C5B561D41F3D33E8DA72C5941,2020-06-02 09:45:07.631227+02
64,3,2020-06-02,1,0101000020110F000013E3A6AA5A561D417C812ACDA82C5941,2020-06-02 09:45:08.381227+02
64,3,2020-06-02,1,0101000020110F0000954A9D385A561D41052F160DAA2C5941,2020-06-02 09:45:08.881227+02
64,3,2020-06-02,1,0101000020110F000017B293C659561D418EDC014DAB2C5941,2020-06-02 09:45:09.256227+02
64,3,2020-06-02,1,0101000020110F000007941E9959561D41DF9D88CCAB2C5941,2020-06-02 09:45:09.399729+02
64,3,2020-06-02,1,0101000020110F00007418486B52561D419163634BC22C5941,2020-06-02 09:45:15.879729+02
64,3,2020-06-02,1,0101000020110F00007418486B52561D419163634BC22C5941,2020-06-02 09:45:15.957754+02
64,3,2020-06-02,1,0101000020110F00000772766252561D4113B90567C22C5941,2020-06-02 09:45:16.087314+02
64,3,2020-06-02,1,0101000020110F00000772766252561D4113B90567C22C5941,2020-06-02 09:45:18.087854+02
64,3,2020-06-02,1,0101000020110F0000A8EC434052561D4169C4D502C32C5941,2020-06-02 09:45:18.818294+02
64,3,2020-06-02,1,0101000020110F0000D43AAB1252561D4158E6AEEDC32C5941,2020-06-02 09:45:19.368759+02
64,3,2020-06-02,1,0101000020110F0000CE668BD451561D4184DEA82DC52C5941,2020-06-02 09:45:19.868759+02
64,3,2020-06-02,1,0101000020110F0000A203E0C251561D4140F2AA88C52C5941,2020-06-02 09:45:19.975416+02
64,3,2020-06-02,1,0101000020110F0000C10102A950561D4125279DC8D02C5941,2020-06-02 09:45:23.215416+02
64,3,2020-06-02,1,0101000020110F0000C07F7F9A50561D4177B6DD5CD12C5941,2020-06-02 09:45:23.382202+02
64,3,2020-06-02,1,0101000020110F0000278160CB4E561D41481036DCD32C5941,2020-06-02 09:45:24.102202+02
64,3,2020-06-02,1,0101000020110F0000D22957774E561D4136883950D42C5941,2020-06-02 09:45:24.23285+02
64,3,2020-06-02,1,0101000020110F0000E0260C2A4A561D419904BC88D52C5941,2020-06-02 09:45:24.59285+02
64,3,2020-06-02,1,0101000020110F00005109813A46561D412125A4A6D62C5941,2020-06-02 09:45:24.922204+02
64,3,2020-06-02,1,0101000020110F00005F2525F12E561D41A4FB366FDB2C5941,2020-06-02 09:45:26.362204+02
64,3,2020-06-02,1,0101000020110F0000C8A7FE832D561D416F3239BADB2C5941,2020-06-02 09:45:28.483208+02
64,3,2020-06-02,1,0101000020110F00003F093B4025561D41EF8A9FDDDC2C5941,2020-06-02 09:45:29.76168+02
64,3,2020-06-02,1,0101000020110F0000B66A77FC1C561D416EE30501DE2C5941,2020-06-02 09:45:30.451882+02
64,3,2020-06-02,1,0101000020110F00002DCCB3B814561D41EE3B6C24DF2C5941,2020-06-02 09:45:30.924579+02
64,3,2020-06-02,1,0101000020110F00001A8F2C3104561D41EEEC386BE12C5941,2020-06-02 09:45:31.644579+02
64,3,2020-06-02,1,0101000020110F0000158CD46F03561D417AE8D985E12C5941,2020-06-02 09:45:31.677476+02
64,3,2020-06-02,1,0101000020110F0000876CDB83C7551D41105A4D6EE92C5941,2020-06-02 09:45:34.197476+02
64,3,2020-06-02,1,0101000020110F0000F6C30B36C6551D41DB205B9AE92C5941,2020-06-02 09:45:34.252313+02
64,3,2020-06-02,1,0101000020110F000028E1F84246551D41A165E68FFA2C5941,2020-06-02 09:45:39.652313+02
64,3,2020-06-02,1,0101000020110F00002BF44CBB3D551D41E11456B1FB2C5941,2020-06-02 09:45:40.452313+02
64,3,2020-06-02,1,0101000020110F00002F07A13335551D4121C4C5D2FC2C5941,2020-06-02 09:45:40.974052+02
64,3,2020-06-02,1,0101000020110F0000321AF5AB2C551D41627335F4FD2C5941,2020-06-02 09:45:41.361148+02
64,3,2020-06-02,1,0101000020110F0000352D492424551D41A222A515FF2C5941,2020-06-02 09:45:41.721148+02
64,3,2020-06-02,1,0101000020110F00000FEA17A922551D413FC7E747FF2C5941,2020-06-02 09:45:43.238164+02
64,3,2020-06-02,1,0101000020110F000005018C891C551D41AFF28978002D5941,2020-06-02 09:45:44.518353+02
64,3,2020-06-02,1,0101000020110F0000FC17006A16551D411F1E2CA9012D5941,2020-06-02 09:45:45.209055+02
64,3,2020-06-02,1,0101000020110F0000F22E744A10551D418F49CED9022D5941,2020-06-02 09:45:45.681987+02
64,3,2020-06-02,1,0101000020110F0000E945E82A0A551D41FE74700A042D5941,2020-06-02 09:45:46.041987+02
64,3,2020-06-02,1,0101000020110F0000E945E82A0A551D41FE74700A042D5941,2020-06-02 09:45:46.093116+02
64,3,2020-06-02,1,0101000020110F0000CD55409006551D41EA05BFBD042D5941,2020-06-02 09:45:46.976014+02
64,3,2020-06-02,1,0101000020110F0000ECC08BCC01551D41D36D9985052D5941,2020-06-02 09:45:47.477338+02
64,3,2020-06-02,1,0101000020110F0000CF0E4C2FFA541D416B1B5492062D5941,2020-06-02 09:45:47.938361+02
64,3,2020-06-02,1,0101000020110F00006D2B56CAF1541D41F522C7B4072D5941,2020-06-02 09:45:48.313361+02
64,3,2020-06-02,1,0101000020110F00000A486065E9541D417F2A3AD7082D5941,2020-06-02 09:45:48.673361+02
64,3,2020-06-02,1,0101000020110F0000710F29DAE2541D41EF67A5B9092D5941,2020-06-02 09:45:48.953997+02
64,3,2020-06-02,1,0101000020110F00001BC9A769D2541D41F3B618010C2D5941,2020-06-02 09:45:49.673997+02
64,3,2020-06-02,1,0101000020110F0000CE1A6BC9CB541D417A9041EC0C2D5941,2020-06-02 09:45:49.964192+02
64,3,2020-06-02,1,0101000020110F000056E9D27DC3541D41E1ED6E0F0E2D5941,2020-06-02 09:45:50.324192+02
64,3,2020-06-02,1,0101000020110F00002198352BC2541D410BCFDC3D0E2D5941,2020-06-02 09:45:50.381595+02
64,3,2020-06-02,1,0101000020110F00007EC7660A76541D414AA58409172D5941,2020-06-02 09:45:53.261595+02
64,3,2020-06-02,1,0101000020110F00007EC7660A76541D414AA58409172D5941,2020-06-02 09:45:57.410861+02
64,3,2020-06-02,1,0101000020110F0000560643F26E541D411BEC58DB172D5941,2020-06-02 09:45:58.529127+02
64,3,2020-06-02,1,0101000020110F00006B9EC81F66541D41C25088FA182D5941,2020-06-02 09:45:59.279127+02
64,3,2020-06-02,1,0101000020110F000080364E4D5D541D4169B5B7191A2D5941,2020-06-02 09:45:59.779127+02
64,3,2020-06-02,1,0101000020110F000095CED37A54541D41101AE7381B2D5941,2020-06-02 09:46:00.154127+02
64,3,2020-06-02,1,0101000020110F0000FFC66F5E28541D415211D4D4202D5941,2020-06-02 09:46:01.954127+02
64,3,2020-06-02,1,0101000020110F0000D199435328541D4193C33FD6202D5941,2020-06-02 09:46:02.024331+02
64,3,2020-06-02,1,0101000020110F0000ECF7C1F520541D413C90C2FF212D5941,2020-06-02 09:46:03.38094+02
64,3,2020-06-02,1,0101000020110F00000756409819541D41E55C4529232D5941,2020-06-02 09:46:04.093293+02
64,3,2020-06-02,1,0101000020110F000022B4BE3A12541D418D29C852242D5941,2020-06-02 09:46:04.576276+02
64,3,2020-06-02,1,0101000020110F00003C123DDD0A541D4136F64A7C252D5941,2020-06-02 09:46:04.941621+02
64,3,2020-06-02,1,0101000020110F0000DE4633ACDE531D412BC25B752C2D5941,2020-06-02 09:46:07.101621+02
64,3,2020-06-02,1,0101000020110F000090118BD4DD531D416DF862972C2D5941,2020-06-02 09:46:08.363411+02
64,3,2020-06-02,1,0101000020110F000082211668D8531D41CB3F65CB2D2D5941,2020-06-02 09:46:09.683869+02
64,3,2020-06-02,1,0101000020110F00007331A1FBD2531D41298767FF2E2D5941,2020-06-02 09:46:10.386126+02
64,3,2020-06-02,1,0101000020110F000065412C8FCD531D4187CE6933302D5941,2020-06-02 09:46:10.864447+02
64,3,2020-06-02,1,0101000020110F00005651B722C8531D41E5156C67312D5941,2020-06-02 09:46:11.227118+02
64,3,2020-06-02,1,0101000020110F00003A71CD49BD531D41A1A470CF332D5941,2020-06-02 09:46:11.947118+02
64,3,2020-06-02,1,0101000020110F00003A71CD49BD531D41A1A470CF332D5941,2020-06-02 09:46:15.542122+02
64,3,2020-06-02,1,0101000020110F00001E1048A6B8531D413ACEDFD6342D5941,2020-06-02 09:46:16.825043+02
64,3,2020-06-02,1,0101000020110F0000CF79D1DBB3531D412CC18E0D362D5941,2020-06-02 09:46:17.575043+02
64,3,2020-06-02,1,0101000020110F000080E35A11AF531D411EB43D44372D5941,2020-06-02 09:46:18.075043+02
64,3,2020-06-02,1,0101000020110F0000314DE446AA531D4110A7EC7A382D5941,2020-06-02 09:46:18.450043+02
64,3,2020-06-02,1,0101000020110F0000B99A2FF383531D41A13E6430422D5941,2020-06-02 09:46:21.330043+02
64,3,2020-06-02,1,0101000020110F0000398A567083531D41B79A8951422D5941,2020-06-02 09:46:22.323744+02
64,3,2020-06-02,1,0101000020110F000018F3040981531D410BDD378F432D5941,2020-06-02 09:46:23.615683+02
64,3,2020-06-02,1,0101000020110F0000F75BB3A17E531D415F1FE6CC442D5941,2020-06-02 09:46:24.309791+02
64,3,2020-06-02,1,0101000020110F0000D5C4613A7C531D41B361940A462D5941,2020-06-02 09:46:24.784317+02
64,3,2020-06-02,1,0101000020110F0000B42D10D379531D4106A44248472D5941,2020-06-02 09:46:25.144803+02
64,3,2020-06-02,1,0101000020110F00002FD1C93570531D4156ADFB3E4C2D5941,2020-06-02 09:46:26.584803+02
64,3,2020-06-02,1,0101000020110F00000E3A78CE6D531D41AAEFA97C4D2D5941,2020-06-02 09:46:27.239348+02
64,3,2020-06-02,1,0101000020110F0000EDA226676B531D41FD3158BA4E2D5941,2020-06-02 09:46:27.695044+02
64,3,2020-06-02,1,0101000020110F0000EDA226676B531D41FD3158BA4E2D5941,2020-06-02 09:46:29.107196+02
64,3,2020-06-02,1,0101000020110F0000568C05156B531D41B829BFE44E2D5941,2020-06-02 09:46:29.307407+02
64,3,2020-06-02,1,0101000020110F0000B785AD7368531D41ECA5F721502D5941,2020-06-02 09:46:30.057407+02
64,3,2020-06-02,1,0101000020110F0000187F55D265531D412022305F512D5941,2020-06-02 09:46:30.557407+02
64,3,2020-06-02,1,0101000020110F00007978FD3063531D41539E689C522D5941,2020-06-02 09:46:30.932407+02
64,3,2020-06-02,1,0101000020110F0000DA71A58F60531D41871AA1D9532D5941,2020-06-02 09:46:31.292407+02
64,3,2020-06-02,1,0101000020110F0000DA71A58F60531D41871AA1D9532D5941,2020-06-02 09:46:31.759617+02
64,3,2020-06-02,1,0101000020110F000022223EF35F531D41C31E5023542D5941,2020-06-02 09:46:32.108035+02
64,3,2020-06-02,1,0101000020110F0000CE98B5455E531D41E5542F62552D5941,2020-06-02 09:46:32.858035+02
64,3,2020-06-02,1,0101000020110F00007A0F2D985C531D41068B0EA1562D5941,2020-06-02 09:46:33.358035+02
64,3,2020-06-02,1,0101000020110F000079ADB8FC5B531D41431D7614572D5941,2020-06-02 09:46:33.493753+02
64,3,2020-06-02,1,0101000020110F000043F5F75A56531D41090A168E592D5941,2020-06-02 09:46:34.213753+02
64,3,2020-06-02,1,0101000020110F00002899178A53531D416D00E6CA5A2D5941,2020-06-02 09:46:35.013753+02
64,3,2020-06-02,1,0101000020110F00000D3D37B950531D41D0F6B5075C2D5941,2020-06-02 09:46:35.535492+02
64,3,2020-06-02,1,0101000020110F00000D3D37B950531D41D0F6B5075C2D5941,2020-06-02 09:46:35.717985+02
64,3,2020-06-02,1,0101000020110F00006E94FCA04E531D41E8BB5FF35C2D5941,2020-06-02 09:46:36.83377+02
64,3,2020-06-02,1,0101000020110F0000A4BBEF534B531D41B63BFC2E5E2D5941,2020-06-02 09:46:37.58377+02
64,3,2020-06-02,1,0101000020110F0000DAE2E20648531D4183BB986A5F2D5941,2020-06-02 09:46:40.08377+02
64,3,2020-06-02,1,0101000020110F0000110AD6B944531D41513B35A6602D5941,2020-06-02 09:46:41.02127+02
64,3,2020-06-02,1,0101000020110F00004731C96C41531D411FBBD1E1612D5941,2020-06-02 09:46:41.598193+02
64,3,2020-06-02,1,0101000020110F00007D58BC1F3E531D41EC3A6E1D632D5941,2020-06-02 09:46:42.014859+02
64,3,2020-06-02,1,0101000020110F0000EAA6A28537531D41883AA794652D5941,2020-06-02 09:46:42.734859+02
64,3,2020-06-02,1,0101000020110F0000BFCD769536531D414E5C5AEE652D5941,2020-06-02 09:46:42.837174+02
64,3,2020-06-02,1,0101000020110F00001E53846834531D41023F742C672D5941,2020-06-02 09:46:43.197174+02
64,3,2020-06-02,1,0101000020110F00007DD8913B32531D41B6218E6A682D5941,2020-06-02 09:46:44.225745+02
64,3,2020-06-02,1,0101000020110F0000DB5D9F0E30531D416A04A8A8692D5941,2020-06-02 09:46:44.835914+02
64,3,2020-06-02,1,0101000020110F00003AE3ACE12D531D411FE7C1E66A2D5941,2020-06-02 09:46:45.269648+02
64,3,2020-06-02,1,0101000020110F00003AE3ACE12D531D411FE7C1E66A2D5941,2020-06-02 09:46:45.277102+02
64,3,2020-06-02,1,0101000020110F00001934A5742D531D41A6B207256B2D5941,2020-06-02 09:46:45.570747+02
64,3,2020-06-02,1,0101000020110F0000A11971472B531D416D2221636C2D5941,2020-06-02 09:46:46.320747+02
64,3,2020-06-02,1,0101000020110F000028FF3C1A29531D4135923AA16D2D5941,2020-06-02 09:46:46.820747+02
64,3,2020-06-02,1,0101000020110F00000568256128531D41D82BE50A6E2D5941,2020-06-02 09:46:46.945314+02
64,3,2020-06-02,1,0101000020110F0000DD832E301D531D414B124FFE722D5941,2020-06-02 09:46:48.385314+02
64,3,2020-06-02,1,0101000020110F0000DD832E301D531D414B124FFE722D5941,2020-06-02 09:46:48.990712+02
64,3,2020-06-02,1,0101000020110F00006C8FC79F1C531D41B3A6303E732D5941,2020-06-02 09:46:49.293128+02
64,3,2020-06-02,1,0101000020110F00006A77B5C31A531D4195C0CD7C742D5941,2020-06-02 09:46:50.043128+02
64,3,2020-06-02,1,0101000020110F0000685FA3E718531D4176DA6ABB752D5941,2020-06-02 09:46:50.543128+02
64,3,2020-06-02,1,0101000020110F00006647910B17531D4158F407FA762D5941,2020-06-02 09:46:50.918128+02
64,3,2020-06-02,1,0101000020110F000063176D5313531D411B284277792D5941,2020-06-02 09:46:51.638128+02
64,3,2020-06-02,1,0101000020110F0000E08831D911531D416FAF64747A2D5941,2020-06-02 09:47:02.034269+02
64,3,2020-06-02,1,0101000020110F0000DF95F5B611531D41A3DA62B47B2D5941,2020-06-02 09:47:03.380004+02
64,3,2020-06-02,1,0101000020110F0000DDA2B99411531D41D70561F47C2D5941,2020-06-02 09:47:04.089347+02
64,3,2020-06-02,1,0101000020110F0000DCAF7D7211531D410B315F347E2D5941,2020-06-02 09:47:04.570944+02
64,3,2020-06-02,1,0101000020110F0000DABC415011531D413F5C5D747F2D5941,2020-06-02 09:47:04.935496+02
64,3,2020-06-02,1,0101000020110F0000D5F051C710531D410F095674842D5941,2020-06-02 09:47:06.375496+02
64,3,2020-06-02,1,0101000020110F0000733137BC10531D41EDB121DC842D5941,2020-06-02 09:47:10.374846+02
64,3,2020-06-02,1,0101000020110F0000733137BC10531D41EDB121DC842D5941,2020-06-02 09:47:12.658253+02
64,3,2020-06-02,1,0101000020110F0000DB6F1A6F12531D4112A6F91A862D5941,2020-06-02 09:47:14.158253+02
64,3,2020-06-02,1,0101000020110F000043AEFD2114531D41369AD159872D5941,2020-06-02 09:47:14.908253+02
64,3,2020-06-02,1,0101000020110F0000ABECE0D415531D415B8EA998882D5941,2020-06-02 09:47:15.408253+02
64,3,2020-06-02,1,0101000020110F0000132BC48717531D417F8281D7892D5941,2020-06-02 09:47:16.317343+02
64,3,2020-06-02,1,0101000020110F00002B75E0B917531D41CCBC3EFC892D5941,2020-06-02 09:47:16.382565+02
64,3,2020-06-02,1,0101000020110F0000DFF0C5EF19531D41AED3483A8B2D5941,2020-06-02 09:47:16.793523+02
64,3,2020-06-02,1,0101000020110F0000FB63769120531D41521867F48E2D5941,2020-06-02 09:47:17.873523+02
64,3,2020-06-02,1,0101000020110F00001801A9A222531D41A32CD11D902D5941,2020-06-02 09:47:34.35128+02
64,3,2020-06-02,1,0101000020110F0000253BC81D26531D41A0DAEE58912D5941,2020-06-02 09:47:35.733604+02
64,3,2020-06-02,1,0101000020110F00003275E79829531D419D880C94922D5941,2020-06-02 09:47:36.452984+02
64,3,2020-06-02,1,0101000020110F00003FAF06142D531D419B362ACF932D5941,2020-06-02 09:47:36.939187+02
64,3,2020-06-02,1,0101000020110F00004CE9258F30531D4198E4470A952D5941,2020-06-02 09:47:37.306372+02
64,3,2020-06-02,1,0101000020110F00005823450A34531D4195926545962D5941,2020-06-02 09:47:37.666372+02
